 RODS report3h created at 13:28:09 on 29-03-2017,,,,,,,,,,,,
 based on survey data up to 2016 and reconciled to Autumn 2016 counts,,,,,,,,,,,,
Originating National Rail/DLR stations,,,,,,,,,,,,
,,,,,,Early     ,AM peak   ,Midday    ,PM Peak   ,Evening   ,Late      ,Day
Arrivals at,,to line/direction,,from NR/DLR Origin,,    - 7am ,  7am-10am,  10am-4pm,  4pm-7pm ,  7pm-10pm,  10pm+   ,total
741,Victoria                      ,District       ,E,5480,Reigate                       ,0,0,18,0,0,0,18
741,Victoria                      ,District       ,E,5490,Haywards Heath                ,7,69,10,0,0,0,87
741,Victoria                      ,District       ,E,5357,Dorking                       ,0,57,1,10,0,0,67
741,Victoria                      ,District       ,E,5137,Falconwood                    ,0,1,0,0,0,0,1
741,Victoria                      ,District       ,E,5187,Sittingbourne                 ,5,17,23,14,0,0,60
741,Victoria                      ,District       ,E,5406,Carshalton Beeches            ,5,25,0,0,0,0,29
741,Victoria                      ,District       ,E,5571,Surbiton                      ,0,7,0,0,0,0,7
741,Victoria                      ,District       ,E,5568,Norbiton                      ,0,1,5,0,0,0,6
741,Victoria                      ,District       ,E,5578,Wimbledon - NR                ,0,24,1,0,0,0,26
741,Victoria                      ,District       ,E,5105,Farningham Road               ,7,31,0,0,0,0,38
741,Victoria                      ,District       ,E,5115,Maidstone East                ,0,49,9,0,0,0,58
741,Victoria                      ,District       ,E,5281,London Road (Brighton)        ,0,2,1,0,0,0,2
741,Victoria                      ,District       ,E,5369,Lingfield                     ,1,6,3,0,0,0,11
741,Victoria                      ,District       ,E,5377,Oxted                         ,0,1,11,0,0,0,12
741,Victoria                      ,District       ,E,5478,Redhill                       ,1,9,34,0,0,0,45
741,Victoria                      ,District       ,E,5606,Stoneleigh                    ,0,1,0,0,0,0,1
741,Victoria                      ,District       ,E,5331,Newhaven Town                 ,0,1,0,0,0,0,1
741,Victoria                      ,District       ,E,5464,Billingshurst                 ,0,21,26,0,0,0,47
741,Victoria                      ,District       ,E,2753,Preston                       ,0,0,12,0,0,0,12
741,Victoria                      ,District       ,E,5273,Hove                          ,6,61,74,1,0,0,142
741,Victoria                      ,District       ,E,5421,Denmark Hill                  ,0,13,50,3,6,0,72
741,Victoria                      ,District       ,E,5365,Horley                        ,1,9,0,0,0,0,9
741,Victoria                      ,District       ,E,5279,Worthing                      ,2,55,24,1,0,0,81
741,Victoria                      ,District       ,E,6260,Havenhouse                    ,0,0,2,0,0,0,2
741,Victoria                      ,District       ,E,5091,Bearstead                     ,15,12,0,0,0,0,27
741,Victoria                      ,District       ,E,5475,Merstham                      ,5,17,10,0,0,0,32
741,Victoria                      ,District       ,E,5123,Petts Wood                    ,1,1,0,0,0,0,2
741,Victoria                      ,District       ,E,5205,Kemsley                       ,0,0,0,0,1,0,1
741,Victoria                      ,District       ,E,5495,Ifield                        ,6,2,42,0,0,0,50
741,Victoria                      ,District       ,E,5439,Whyteleafe South              ,0,1,0,0,0,0,1
741,Victoria                      ,District       ,E,5316,Warnham                       ,0,0,0,0,0,0,0
741,Victoria                      ,District       ,E,5463,Hurst Green                   ,0,1,0,0,0,0,1
741,Victoria                      ,District       ,E,5432,Riddlesdown                   ,6,37,2,0,0,0,45
741,Victoria                      ,District       ,E,5441,Woodmansterne                 ,0,1,0,0,0,0,1
741,Victoria                      ,District       ,E,5476,Nutfield                      ,0,2,0,0,0,0,2
741,Victoria                      ,District       ,E,5203,Rochester                     ,0,10,41,0,0,0,51
741,Victoria                      ,District       ,E,5140,Harrietsham                   ,0,15,0,0,0,0,15
741,Victoria                      ,District       ,E,5438,West Norwood                  ,0,5,40,0,0,0,45
741,Victoria                      ,District       ,E,5484,Crawley                       ,0,2,0,0,0,0,2
741,Victoria                      ,District       ,E,5301,Clapham High Street           ,0,4,0,0,0,0,4
741,Victoria                      ,District       ,E,5086,West Dulwich                  ,0,89,24,13,0,0,126
741,Victoria                      ,District       ,E,5006,Broadstairs                   ,0,5,0,0,0,0,5
741,Victoria                      ,District       ,E,5267,Angmering                     ,0,4,3,0,9,0,16
741,Victoria                      ,District       ,E,5177,Rainham Kent                  ,0,11,6,0,6,16,38
741,Victoria                      ,District       ,E,5584,Earlsfield                    ,0,3,0,0,0,0,3
741,Victoria                      ,District       ,E,5603,Putney                        ,0,1,0,3,0,0,4
741,Victoria                      ,District       ,E,5094,Bexleyheath                   ,0,1,0,0,0,0,1
741,Victoria                      ,District       ,E,3149,Reading                       ,1,0,0,0,0,0,1
741,Victoria                      ,District       ,E,5419,Kenley                        ,1,2,0,0,0,0,3
741,Victoria                      ,District       ,E,5353,Chipstead                     ,1,1,0,0,0,0,2
741,Victoria                      ,District       ,E,5610,Thames Ditton                 ,0,1,0,0,0,0,1
741,Victoria                      ,District       ,E,5278,West Worthing                 ,0,4,21,0,0,0,24
741,Victoria                      ,District       ,E,5051,Lewisham - NR                 ,0,14,0,0,0,0,14
741,Victoria                      ,District       ,E,5134,East Malling                  ,1,35,40,0,0,0,76
741,Victoria                      ,District       ,E,5427,Mitcham Junction              ,0,0,0,1,0,0,1
741,Victoria                      ,District       ,E,5408,Coulsdon South                ,5,47,4,0,0,0,56
741,Victoria                      ,District       ,E,5255,Chichester                    ,0,1,0,34,0,0,36
741,Victoria                      ,District       ,E,5414,Earlswood                     ,0,1,0,0,0,0,1
741,Victoria                      ,District       ,E,5084,Shortlands                    ,8,52,36,0,0,0,96
741,Victoria                      ,District       ,E,5348,Banstead                      ,2,6,0,0,0,0,7
741,Victoria                      ,District       ,E,5431,Reedham                       ,1,12,0,0,0,0,13
741,Victoria                      ,District       ,E,5068,Nunhead                       ,0,2,2,0,0,0,4
741,Victoria                      ,District       ,E,5276,Portslade                     ,0,11,0,0,0,0,11
741,Victoria                      ,District       ,E,5080,Kent House                    ,0,2,1,1,0,0,5
741,Victoria                      ,District       ,E,5401,Birkbeck                      ,0,1,0,0,0,0,1
741,Victoria                      ,District       ,E,5440,Woldingham                    ,0,7,6,0,0,0,13
741,Victoria                      ,District       ,E,5600,Mortlake                      ,0,0,4,0,0,0,4
741,Victoria                      ,District       ,E,5569,Raynes Park                   ,0,10,3,0,0,0,13
741,Victoria                      ,District       ,E,5101,Dartford                      ,0,0,0,0,0,0,0
741,Victoria                      ,District       ,E,5251,Arundel                       ,0,0,30,0,0,0,30
741,Victoria                      ,District       ,E,5196,Whitstable                    ,0,0,5,0,0,0,5
741,Victoria                      ,District       ,E,5437,Sydenham                      ,0,0,13,0,0,0,13
741,Victoria                      ,District       ,E,5347,Ashtead                       ,1,17,3,0,0,0,21
741,Victoria                      ,District       ,E,5521,Farnborough Main              ,0,0,0,10,0,0,10
741,Victoria                      ,District       ,E,5412,Dorking Deepdene              ,0,0,0,1,0,0,1
741,Victoria                      ,District       ,E,5143,Charing Cross Br              ,0,0,0,5,6,0,10
741,Victoria                      ,District       ,E,5693,Bracknell                     ,0,0,0,7,0,0,7
741,Victoria                      ,District       ,E,5308,Holmwood                      ,1,5,0,0,0,0,6
741,Victoria                      ,District       ,E,5133,Barming                       ,9,12,1,50,0,0,72
741,Victoria                      ,District       ,E,5483,Burgess Hill                  ,0,17,0,0,0,0,17
741,Victoria                      ,District       ,E,5336,Cooksbridge                   ,0,11,0,0,0,0,11
741,Victoria                      ,District       ,E,5418,Honor Oak Park                ,0,1,0,0,0,0,1
741,Victoria                      ,District       ,E,5376,Norwood Junction              ,0,10,1,0,0,0,11
741,Victoria                      ,District       ,E,5382,Smitham                       ,0,6,0,0,0,0,6
741,Victoria                      ,District       ,E,5563,Hounslow                      ,0,1,0,0,0,0,1
741,Victoria                      ,District       ,E,5253,Bognor Regis                  ,0,4,0,0,0,0,4
741,Victoria                      ,District       ,E,5551,Barnes                        ,0,8,0,0,0,0,8
741,Victoria                      ,District       ,E,3056,Saunderton                    ,0,0,1,0,0,0,1
741,Victoria                      ,District       ,E,5455,Polegate                      ,0,44,0,0,0,0,45
741,Victoria                      ,District       ,E,5392,Waddon                        ,0,0,0,0,0,0,0
741,Victoria                      ,District       ,E,5237,Maidstone Barracks            ,0,1,0,0,0,0,1
741,Victoria                      ,District       ,E,5434,Selhurst                      ,0,15,0,1,0,0,16
741,Victoria                      ,District       ,E,5498,Littlehaven                   ,0,5,0,0,0,0,5
741,Victoria                      ,District       ,E,5489,Hassocks                      ,0,1,0,0,0,0,1
741,Victoria                      ,District       ,E,5319,Christs Hospital              ,0,0,0,0,0,0,0
741,Victoria                      ,District       ,E,5366,Kingswood                     ,0,0,0,2,0,0,2
741,Victoria                      ,District       ,E,5128,Welling                       ,0,0,0,1,0,0,1
741,Victoria                      ,District       ,E,5468,Pulborough                    ,0,3,1,0,0,0,3
741,Victoria                      ,District       ,E,5410,South Croydon                 ,0,6,0,0,0,0,6
741,Victoria                      ,District       ,E,5141,Hollingbourne                 ,0,4,0,0,0,0,4
741,Victoria                      ,District       ,E,5146,Greenwich                     ,0,0,0,33,0,0,33
741,Victoria                      ,District       ,E,5387,Tattenham Corner              ,0,0,0,0,0,0,0
741,Victoria                      ,District       ,E,1543,Harpenden                     ,0,0,38,0,0,0,38
741,Victoria                      ,District       ,E,1402,Watford Junction              ,0,0,0,0,9,0,9
741,Victoria                      ,District       ,E,5396,Whyteleafe                    ,0,0,4,0,0,0,4
741,Victoria                      ,District       ,E,5174,Herne Bay                     ,0,0,119,0,0,0,120
741,Victoria                      ,District       ,E,5186,Shepherdswell                 ,0,2,0,0,0,0,2
741,Victoria                      ,District       ,E,5108,Kidbrooke                     ,0,0,0,0,0,0,0
741,Victoria                      ,District       ,E,1509,Wembley Stadium               ,0,0,0,0,0,0,0
741,Victoria                      ,District       ,E,1475,Marylebone London             ,0,0,0,0,0,0,0
741,Victoria                      ,District       ,E,5018,Margate                       ,0,0,0,0,1,0,2
741,Victoria                      ,District       ,E,5063,Bickley                       ,0,29,0,0,0,0,29
741,Victoria                      ,District       ,E,7456,Southend Central              ,0,7,0,0,0,0,7
741,Victoria                      ,District       ,E,5337,Falmer                        ,0,0,0,0,0,0,0
741,Victoria                      ,District       ,W,5064,Bromley South                 ,40,232,123,13,128,0,536
741,Victoria                      ,District       ,W,5123,Petts Wood                    ,0,37,0,0,0,0,38
741,Victoria                      ,District       ,W,5355,East Croydon                  ,8,183,426,143,62,0,822
741,Victoria                      ,District       ,W,5066,Herne Hill                    ,0,101,118,114,0,0,334
